first_event_date,SOURCEURL,title,description,content,avg_goldstein_score,min_goldstein_score,max_goldstein_score,goldstein_score_std,event_count,actor1_names,actor2_names,actor1_countries,actor2_countries,event_locations,last_event_date,event_descriptions,date_span_days,keywords,author,site_name,image,favicon,canonical_url,language,content_type,status_code,error,llm_result
2025-10-21,http://www.russiaherald.com/news/278648383/russiaethiopia-nuclear-partnership-to-reshape-regional-energy-fm,RussiaEthiopia nuclear partnership to reshape regional energy  FM,"Russian Foreign Minister Sergey Lavrov has held talks with his Ethiopian counterpart, Gedion Timotheos Read Full Article at RT.com","RussiaEthiopia nuclear partnership to reshape regional energy  FM Russian Foreign Minister Sergey Lavrov has held talks with his Ethiopian counterpart, Gedion Timotheos Read Full Article at RT.com",7.0,7.0,7.0,0.0,2,RUSSIAN,ETHIOPIAN,RUS,ETH,ET,2025-10-21,['Engage in negotiation'],0,"foreign minister, ababa, timotheos said, first nuclear, ethiopian prime, nuclear, ethiopia, construction, relations",,Russia Herald,https://image.chitra.live/api/v1/wps/26196c3/84f050e3-85b6-427c-93a8-c8860202374c/0/ZjgzOTZhYzAtYjZ-600x315.jpg,https://assets.kreatio.net/web/premier/favicons/favicon.ico,https://www.russiaherald.com/news/278648383/russiaethiopia-nuclear-partnership-to-reshape-regional-energy-fm,en,text/html; charset=utf-8,200.0,,ECON
2025-10-21,https://theconversation.com/gender-is-not-an-ideology-but-conservative-groups-know-learning-about-it-empowers-people-to-think-for-themselves-265549,Gender is not an ideology – but conservative groups know learning about it empowers people to think for themselves,"From book bans and firing teachers to taking over university administrations altogether, right-wing politicians and activists worldwide have been keen on rooting out gender from schools. Why is that?","Gender is not an ideology – but conservative groups know learning about it empowers people to think for themselves From book bans and firing teachers to taking over university administrations altogether, right-wing politicians and activists worldwide have been keen on rooting out gender from schools. Why is that?",-10.0,-10.0,-10.0,0.0,2,RUSSIA,SCHOOL,RUS,,GH,2025-10-21,"['Use conventional military force, not specified below']",0,,Victoria Pitts-Taylor,The Conversation,https://images.theconversation.com/files/697000/original/file-20251017-66-x31kph.jpg?ixlib=rb-4.1.0&rect=0%2C98%2C6596%2C3298&q=45&auto=format&w=1356&h=668&fit=crop,https://cdn.theconversation.com/static/tc/logos/web-app-logo-192x192-2d05bdd6de6328146de80245d4685946.png,https://theconversation.com/gender-is-not-an-ideology-but-conservative-groups-know-learning-about-it-empowers-people-to-think-for-themselves-265549,en-EUROPE,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-21,https://charter97.org/en/news/2025/10/21/660092/,Lukashenko Meets With The Son Of Libyan Field Marshal Haftar - Belarusian News - Charter'97,Special forces from Libya may be trained in Belarus.,Lukashenko Meets With The Son Of Libyan Field Marshal Haftar - Belarusian News - Charter'97 Special forces from Libya may be trained in Belarus.,2.35,1.9,2.8,0.6363961031,2,LIBYA | RUSSIAN,RUSSIAN | LIBYA,LBY | RUS,RUS | LBY,LY,2025-10-21,"['Host a visit', 'Make a visit']",0,,,,https://i.c97.org/ai/331095/aux-head-1555666453-20190419_luka_AFP_360.jpg,https://charter97.org/icons/fav-16.png,https://charter97.org/en/news/2025/10/21/660092/,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-21,https://charter97.org/en/news/2025/10/21/660067/,Buffett: West Should Learn From Ukraine - Belarusian News - Charter'97,The philanthropist has visited the country 22 times since the start of Russia's full-scale invasion.,Buffett: West Should Learn From Ukraine - Belarusian News - Charter'97 The philanthropist has visited the country 22 times since the start of Russia's full-scale invasion.,0.4,0.4,0.4,0.0,1,FARMER,RUSSIA,,RUS,RW,2025-10-21,['Make optimistic comment'],0,,,,https://i.c97.org/ai/660067/aux-head-1761045789-20251021_Howard_Buffet_360.jpg,https://charter97.org/icons/fav-16.png,https://charter97.org/en/news/2025/10/21/660067/,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-21,https://tass.com/politics/2033089,Rosatom to build NPP in Ethiopia based on modern VVER-1200 reactor — Russian ambassador -  Russian Politics & Diplomacy - TASS,"Evgeniy Terekhin added that cooperation in the field of peaceful nuclear energy could become the ""flagship area of economic and technological partnership"" between Russia and Ethiopia","Rosatom to build NPP in Ethiopia based on modern VVER-1200 reactor — Russian ambassador -  Russian Politics & Diplomacy - TASS Evgeniy Terekhin added that cooperation in the field of peaceful nuclear energy could become the ""flagship area of economic and technological partnership"" between Russia and Ethiopia",0.0,0.0,0.0,0.0,1,ETHIOPIA,RUSSIAN,ETH,RUS,ET,2025-10-21,"['Make statement, not specified below']",0,,,TASS,https://tass.com/img/blocks/common/tass_logo_share_eng.png,,,,text/html; charset=utf-8,200.0,,ECON
2025-10-21,https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251014-rferl03.htm,Russia Sidelined In New Middle East After Trump's Israel-Gaza Deal,,Russia Sidelined In New Middle East After Trump's Israel-Gaza Deal,0.0,0.0,0.0,0.0,1,RUSSIA,SYRIA,RUS,SYR,EG,2025-10-21,"['Make statement, not specified below']",0,"WMD,library,news,russia,2025,October",John Pike,,,https://www.globalsecurity.org/favicon.ico,,,text/html; charset=ISO-8859-1,200.0,,DIP
2025-10-21,https://oilprice.com/Energy/Crude-Oil/Brent-Bounces-Off-60-as-Kazakh-Cuts-and-Asian-Demand-Lift-Prices.html,Brent Bounces Off $60 as Kazakh Cuts and Asian Demand Lift Prices | OilPrice.com,Brent crude bounced back to $61 on Tuesday as Asian crude demand continues to show strength,Brent Bounces Off $60 as Kazakh Cuts and Asian Demand Lift Prices | OilPrice.com Brent crude bounced back to $61 on Tuesday as Asian crude demand continues to show strength,4.0,4.0,4.0,0.0,1,EUROPEAN,RUSSIAN,EUR,RUS,EG,2025-10-21,"['Express intent to cooperate, not specified below']",0,"Brent, Oil, Oil Demand, Asia, Kazakhstan, Ukraine War, Refining",,OilPrice.com,https://d32r1sh890xpii.cloudfront.net/article/718x300/2025-10-21_jsz4gqdivm.jpg,https://d1o9e4un86hhpc.cloudfront.net/favicon-32x32.png,https://oilprice.com/Energy/Crude-Oil/Brent-Bounces-Off-60-as-Kazakh-Cuts-and-Asian-Demand-Lift-Prices.html,en,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-20,https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251016-russia-mfa01.htm,"Press release on Foreign Minister Sergey Lavrov's talks with Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates of the Kingdom of Morocco Nasser Bourita",,"Press release on Foreign Minister Sergey Lavrov's talks with Minister of Foreign Affairs, African Cooperation, and Moroccan Expatriates of the Kingdom of Morocco Nasser Bourita",4.628571429,1.9,8.0,2.884853714,7,MINIST OF FOREIGN AFFAIRS | MOROCCO | MOROCCAN | RUSSIA | MOSCOW,SERGEY LAVROV | RUSSIA | MOSCOW | MOROCCO | MOROCCAN,MAR | RUS,RUS | MAR,MO,2025-10-20,"['Engage in negotiation', 'Make a visit', 'Sign formal agreement', 'Host a visit']",0,"WMD,library,news,russia,2025,October",John Pike,,,https://www.globalsecurity.org/favicon.ico,,,text/html; charset=ISO-8859-1,200.0,,DIP
2025-10-20,https://www.irishmirror.ie/news/irish-news/politics/simon-harris-eu-can-play-36094491,Simon Harris: EU can play vital role in boosting humanitarian aid for Gaza  - Irish Mirror,"The Tánaiste will discuss a range of issues at a meeting of EU Foreign Ministers in Luxembourg today, including Russian aggression against Ukraine, the situation in the Middle East, and EU-Indo Pacific relations","Simon Harris: EU can play vital role in boosting humanitarian aid for Gaza  - Irish Mirror The Tánaiste will discuss a range of issues at a meeting of EU Foreign Ministers in Luxembourg today, including Russian aggression against Ukraine, the situation in the Middle East, and EU-Indo Pacific relations",2.7,1.9,3.4,0.6752777206,6,EUROPEAN | ISRAEL | GAZA | RUSSIA | UKRAINE,RUSSIA | EUROPEAN | UKRAINE,EUR | ISR | PSE | RUS | UKR,RUS | EUR | UKR,SU,2025-10-20,"['Make a visit', 'Praise or endorse', 'Host a visit']",0,"Gaza, Politics, Simon Harris",Nicola Donnelly,Irish Mirror,https://i2-prod.irishmirror.ie/article35952881.ece/ALTERNATES/s1200/0_IMG_2436jpeg.jpg,https://www.irishmirror.ie/nav-web-static/release-v40-e8de9592cc7015dd8ecd7d16ed8d411c1e3dd36b/public/assets/irishmirror/favicon.ico,https://www.irishmirror.ie/news/irish-news/politics/simon-harris-eu-can-play-36094491,en,text/html; charset=utf-8,200.0,,DIP
2025-10-20,https://www.globalsecurity.org/wmd/library/news/russia/2025/10/russia-251016-russia-mfa03.htm,"Foreign Minister Sergey Lavrov's remarks at a news conference held jointly with Minister of Foreign Affairs, African Cooperation, and Moroccans Residing Abroad of the Kingdom of Morocco Nasser Bourita, Moscow, October 16, 2025",,"Foreign Minister Sergey Lavrov's remarks at a news conference held jointly with Minister of Foreign Affairs, African Cooperation, and Moroccans Residing Abroad of the Kingdom of Morocco Nasser Bourita, Moscow, October 16, 2025",3.7,3.4,4.0,0.3464101615,4,MINIST | MOROCCAN,RUSSIAN,MAR,RUS,MO,2025-10-20,"['Express intent to cooperate, not specified below', 'Praise or endorse']",0,"WMD,library,news,russia,2025,October",John Pike,,,https://www.globalsecurity.org/favicon.ico,,,text/html; charset=ISO-8859-1,200.0,,DIP
2025-10-20,https://allafrica.com/stories/202510200024.html,,,,1.75,-5.0,4.0,4.5,4,COLLEGE | SAMARA | RUSSIA,SAMARA | AFAR,RUS,RUS,ET,2025-10-20,"['Appeal to others to meet or negotiate', 'Arrest, detain, or charge with legal action']",0,,,,,,,,,,"Request error: HTTPSConnectionPool(host='allafrica.com', port=443): Max retries exceeded with url: /stories/202510200024.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x10aafc190>: Failed to establish a new connection: [Errno 61] Connection refused'))",IRRELEVANT
2025-10-20,https://www.cnbcafrica.com/2025/mali-suspends-schools-over-fuel-crisis-strikes-deal-with-russia-for-petroleum-products,"Mali suspends schools over fuel crisis, strikes deal with Russia for petroleum products - CNBC Africa","BAMAKO, Oct 27 (Reuters) – Mali has suspended school and university classes throughout the country for two weeks from Monday due to a fuel shortage, the government said late on Sunday, after al Qaeda-linked insurgents imposed a blockade. Jama’at Nusrat al-Islam wal-Muslimin (JNIM) militants announced a blockade on fuel imports to the landlocked West African country in early September […]","Mali suspends schools over fuel crisis, strikes deal with Russia for petroleum products - CNBC Africa BAMAKO, Oct 27 (Reuters) – Mali has suspended school and university classes throughout the country for two weeks from Monday due to a fuel shortage, the government said late on Sunday, after al Qaeda-linked insurgents imposed a blockade. Jama’at Nusrat al-Islam wal-Muslimin (JNIM) militants announced a blockade on fuel imports to the landlocked West African country in early September […]",2.35,1.9,2.8,0.6363961031,2,MALI | RUSSIA,RUSSIA | MALI,MLI | RUS,RUS | MLI,ML,2025-10-20,"['Make a visit', 'Host a visit']",0,,,,https://cdn.cnbc.africa/wp-content/uploads/2025/10/ORJKDPCALROBXK62VXCWQFWG3I.jpg,https://www.cnbcafrica.com/favicon-96x96.png,https://www.cnbcafrica.com/2025/mali-suspends-schools-over-fuel-crisis-strikes-deal-with-russia-for-petroleum-products/,en,text/html; charset=utf-8,200.0,,ECON
2025-10-20,https://www.bbc.com/pidgin/articles/cddr9zp423po.amp,"Free Nnamdi Kanu protest in Abuja: Police arrest Kanu brother, lawyer and odas as Sowore lead demonstration for release of Ipob leader  - BBC News Pidgin","Though, police get court order to restrict di #FreeNnamdiKanu protest to certain locations, di organisers of di protest say dem go still do dia tin.","Free Nnamdi Kanu protest in Abuja: Police arrest Kanu brother, lawyer and odas as Sowore lead demonstration for release of Ipob leader  - BBC News Pidgin Though, police get court order to restrict di #FreeNnamdiKanu protest to certain locations, di organisers of di protest say dem go still do dia tin.",6.0,5.0,7.0,1.414213562,2,NEVA,,RUS,,NI,2025-10-20,"['Ease administrative sanctions, not specified below', 'Return, release, not specified below']",0,,,BBC News Pidgin,https://ichef.bbci.co.uk/news/1024/branded_pidgin/cdbd/live/b97e5e30-ad9e-11f0-ba75-093eca1ac29b.png,https://static.files.bbci.co.uk/ws/simorgh-assets/public/pidgin/images/icons/icon-72x72.png,https://www.bbc.com/pidgin/articles/cddr9zp423po,pcm,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-20,https://www.bankingnews.gr/diethni/articles/832945/a-spark-is-enough-to-blow-up-the-israel-hamas-ceasefire-the-hawks-of-war-and-the-strategic-importance-of-rafah,A spark is enough to blow up the Israel–Hamas ceasefire – The hawks of war and the strategic importance of Rafah,A spark is enough to blow up the Israel–Hamas ceasefire – The hawks of war and the strategic importance of Rafah,A spark is enough to blow up the Israel–Hamas ceasefire – The hawks of war and the strategic importance of Rafah A spark is enough to blow up the Israel–Hamas ceasefire – The hawks of war and the strategic importance of Rafah,1.0,1.0,1.0,0.0,2,ISRAEL | GAZA,RUSSIA | RUSSIAN,ISR | PSE,RUS,EG,2025-10-20,"['Consult, not specified below']",0,,,bankingnews.gr,https://www.bankingnews.gr/media/k2/items/cache/bbea489822cbdb448d9bbc51a2ce8aad_XL.jpg,https://www.bankingnews.gr/favicon-32x32.png,,el-gr,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-20,https://www.wsws.org/en/articles/2025/10/20/xqnm-o20.html,This week in history: October 20-26 - World Socialist Web Site,Ivory Coast military coup leader ousted; Soviet Venera probes send back first images of Venus; Australian government outlaws Communist Party; Fascist Italy expands Somalia domain.,This week in history: October 20-26 - World Socialist Web Site Ivory Coast military coup leader ousted; Soviet Venera probes send back first images of Venus; Australian government outlaws Communist Party; Fascist Italy expands Somalia domain.,4.0,4.0,4.0,0.0,2,RUSSIA,RUSSIA,RUS,RUS,SO,2025-10-20,['Express intent to meet or negotiate'],0,"2000, 1975, 1955, 1925, Africa, Ivory Coast, Robert Guei, Laurent Gbagbo, Robert Menzies, Lance Sharkey, Communist Party of Australia, Italy, Cesare Maria De Vecchi, Mussolini, Venera 9, space race, Venus",,World Socialist Web Site,https://www.wsws.org/asset/7997d4b8-bfc6-41d3-ac5a-80f6da1813e5?rendition=1600x900,,https://www.wsws.org/en/articles/2025/10/20/xqnm-o20.html,en,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-20,https://ict.org.il/the-collapse-of-the-sahel-continues-and-is-dangerous-for-the-countries-of-the-region-and-the-western-world/,The collapse of the Sahel continues and is dangerous for the countries of the region and the Western world - ICT,"The commentary warns that the Sahel’s collapse endangers Africa and global stability through rising jihadism, state failure, and humanitarian crises.","The collapse of the Sahel continues and is dangerous for the countries of the region and the Western world - ICT The commentary warns that the Sahel’s collapse endangers Africa and global stability through rising jihadism, state failure, and humanitarian crises.",2.35,1.9,2.8,0.6363961031,2,MALI | RUSSIAN,RUSSIAN | MALI,MLI | RUS,RUS | MLI,ML,2025-10-20,"['Host a visit', 'Make a visit']",0,,"Doukhan, David (Dr.)",ICT,https://ict.org.il/wp-content/uploads/2025/10/Website-Art_The-collapse-of-the-Sahel-continues-and-is-dangerous-for-the-countries-of-the-region-and-the-Western-world.png,https://ict.org.il/wp-content/themes/ave/favicon.png,https://ict.org.il/the-collapse-of-the-sahel-continues-and-is-dangerous-for-the-countries-of-the-region-and-the-western-world/,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-20,https://peoplesdailyng.com/russias-soft-power-influence-2/,Russia’s soft power influence - Peoples Daily Newspaper,"By Emmanuel Ukaobasi Going back to the days of the cold war, thousands of Africans studied in the Soviet Union and later Russia. They’re now among Russia’s biggest boosters decades later. Those former students, many of whom from West Africa became medical doctors, engineers and business people have become key influencers for Russia as it […]","Russia’s soft power influence - Peoples Daily Newspaper By Emmanuel Ukaobasi Going back to the days of the cold war, thousands of Africans studied in the Soviet Union and later Russia. They’re now among Russia’s biggest boosters decades later. Those former students, many of whom from West Africa became medical doctors, engineers and business people have become key influencers for Russia as it […]",3.5,3.5,3.5,0.0,2,UNITED STATES,RUSSIAN | RUSSIA,USA,RUS,UV,2025-10-20,"['Engage in diplomatic cooperation, not specified below']",0,,Editor,Peoples Daily Newspaper,https://peoplesdailyng.com/wp-content/uploads/2025/10/World-Data-Locator-Map-Russia.jpg,,https://peoplesdailyng.com/russias-soft-power-influence-2/,en-US,text/html; charset=UTF-8,200.0,,INFO
2025-10-20,https://dfwatch.net/russia-receives-first-shipment-of-abkhazian-tangerines-of-the-season-64843/,Russia gets first shipment of Abkhazia’s tangerine harvest - DFWatch,"TBILISI, October 20 – Abkhazia has started shipping its new tangerine crop to Russia, marking the opening of this year’s citrus export season…","Russia gets first shipment of Abkhazia’s tangerine harvest - DFWatch TBILISI, October 20 – Abkhazia has started shipping its new tangerine crop to Russia, marking the opening of this year’s citrus export season…",5.0,5.0,5.0,0.0,1,RUSSIA,,RUS,,MO,2025-10-20,"['Yield, not specified below']",0,,,DFWatch,https://dfwatch.net/wp-content/uploads/2025/10/tangerines.jpg?v=1760960257,https://dfwatch.net/wp-content/uploads/2025/08/DFW-icon-150x150.jpg,https://dfwatch.net/russia-receives-first-shipment-of-abkhazian-tangerines-of-the-season-64843/,en-US,text/html; charset=UTF-8,200.0,,ECON
2025-10-20,https://www.ecofinagency.com/news-agriculture/1910-49663-morocco-russia-sign-new-four-year-atlantic-fisheries-pact,"Morocco, Russia Sign New Four-Year Atlantic Fisheries Pact - Ecofin Agency","Agreement sets quotas, zones, and ecosystem protection measures
Russia eyes 80,000-ton catch; Morocco earned&nbsp;$1.7B from fish exports","Morocco, Russia Sign New Four-Year Atlantic Fisheries Pact - Ecofin Agency Agreement sets quotas, zones, and ecosystem protection measures
Russia eyes 80,000-ton catch; Morocco earned&nbsp;$1.7B from fish exports",8.0,8.0,8.0,0.0,1,MOROCCO,RUSSIA,MAR,RUS,MO,2025-10-20,['Sign formal agreement'],0,"agreement, russian, russia, fisheries, catch, quotas, moroccan, cooperation",Ecofin Agency,Ecofin Agency,https://www.ecofinagency.com/media/k2/items/cache/33b25ef339ac7dc239f431129171f3f9_XL.jpg,https://www.ecofinagency.com/templates/shaper_newskit/images/favicon.ico,,en-gb,text/html; charset=utf-8,200.0,,ECON
2025-10-20,https://www.dailymaverick.co.za/article/2025-10-20-ukraines-new-ambassador-wants-larger-role-for-sa-in-peace-talks/,,,,-5.0,-5.0,-5.0,0.0,1,AFRICA,RUSSIAN,AFR,RUS,SF,2025-10-20,"['Demand, not specified below']",0,,,,,,,,text/html; charset=UTF-8,403.0,Request error: 403 Client Error: Forbidden for url: https://www.dailymaverick.co.za/article/2025-10-20-ukraines-new-ambassador-wants-larger-role-for-sa-in-peace-talks/,IRRELEVANT
2025-10-20,https://tass.com/politics/2032539,"Ethiopia may host Russia-Africa 2026 summit, Russian Ambassador says -  Russian Politics & Diplomacy - TASS","Ethiopia, where the headquarters of the African Union is located, is rightfully considered the political capital of the continent, Evgeny Teryokhin stressed","Ethiopia may host Russia-Africa 2026 summit, Russian Ambassador says -  Russian Politics & Diplomacy - TASS Ethiopia, where the headquarters of the African Union is located, is rightfully considered the political capital of the continent, Evgeny Teryokhin stressed",1.9,1.9,1.9,0.0,1,RUSSIA,ETHIOPIA,RUS,ETH,ET,2025-10-20,['Make a visit'],0,,,TASS,https://tass.com/img/blocks/common/tass_logo_share_eng.png,,,,text/html; charset=utf-8,200.0,,DIP
2025-10-20,https://www.cnbcafrica.com/2025/zimbabwes-ruling-party-resolves-to-extend-presidents-term-to-2030,Zimbabwe's ruling party resolves to extend president's term to 2030 - CNBC Africa,"HARARE, (Reuters) – Zimbabwe’s ruling ZANU-PF party plans to amend the constitution to extend President Emmerson Mnangagwa’s term by two years to 2030, a move opposition politicians have condemned as unlawful. The proposal, adopted at a party conference late on Saturday, would prolong the 83-year-old president’s second five-year term, currently set to end in 2028. The resolution […]","Zimbabwe's ruling party resolves to extend president's term to 2030 - CNBC Africa HARARE, (Reuters) – Zimbabwe’s ruling ZANU-PF party plans to amend the constitution to extend President Emmerson Mnangagwa’s term by two years to 2030, a move opposition politicians have condemned as unlawful. The proposal, adopted at a party conference late on Saturday, would prolong the 83-year-old president’s second five-year term, currently set to end in 2028. The resolution […]",2.8,2.8,2.8,0.0,1,MOSCOW,ZIMBABWEAN,RUS,ZWE,ZI,2025-10-20,['Host a visit'],0,,,,https://cdn.cnbc.africa/wp-content/uploads/2025/10/MP6Z5OKZR5KCTLOSUP6M5X5PIA-scaled.jpg,https://www.cnbcafrica.com/favicon-96x96.png,https://www.cnbcafrica.com/2025/zimbabwes-ruling-party-resolves-to-extend-presidents-term-to-2030/,en,text/html; charset=utf-8,200.0,,IRRELEVANT
2025-10-20,https://weeklyblitz.net/2025/10/28/realpolitik-redefined-russias-pragmatic-recalibration-in-the-arab-world/,Realpolitik redefined: Russia’s pragmatic recalibration in the Arab World - BLiTZ,"Vladimir Putin’s red-carpet welcome for Syria’s interim President Ahmad Al-Sharaa last week was more than just a diplomatic gesture – it was a stark demonstration of Russia’s new pragmatism in the Middle East. For over a decade, Moscow had been the principal backer of Bashar al-Assad’s brutal regime, providing the Syrian strongman with weapons, money, […]","Realpolitik redefined: Russia’s pragmatic recalibration in the Arab World - BLiTZ Vladimir Putin’s red-carpet welcome for Syria’s interim President Ahmad Al-Sharaa last week was more than just a diplomatic gesture – it was a stark demonstration of Russia’s new pragmatism in the Middle East. For over a decade, Moscow had been the principal backer of Bashar al-Assad’s brutal regime, providing the Syrian strongman with weapons, money, […]",3.4,3.4,3.4,0.0,1,VLADIMIR PUTIN,SYRIA,RUS,SYR,EG,2025-10-20,['Praise or endorse'],0,,Damsana Ranadhiran,BLiTZ,https://weeklyblitz.net/wp-content/uploads/Realpolitik-redefined_Russias-pragmatic-recalibration-in-the-Arab-World.jpg,,https://weeklyblitz.net/2025/10/28/realpolitik-redefined-russias-pragmatic-recalibration-in-the-arab-world/,en-US,text/html; charset=UTF-8,200.0,,DIP
2025-10-20,http://jewishworldreview.com/1025/savridis101625.php,"Putin is taking his hybrid warfare to the sea
	
	 - Adm. James Stavridis",,"Putin is taking his hybrid warfare to the sea
	
	 - Adm. James Stavridis",-2.0,-2.0,-2.0,0.0,1,VLADIMIR PUTIN,,RUS,,SU,2025-10-20,"['Disapprove, not specified below']",0,,Jewish World Review,Jewish World Review,https://jewishworldreview.com/carics/putin_tantrum.jpg,http://jewishworldreview.com/theme/images/favicon.png,,,text/html; charset=UTF-8,200.0,,SEC
2025-10-20,https://www.internationalaffairs.org.au/australianoutlook/selective-justice-the-war-criminals-youve-never-heard-of-2/,,,,1.9,1.9,1.9,0.0,1,INTERNATIONAL CRIMINAL COURT,RUSSIAN,,RUS,RW,2025-10-20,['Make a visit'],0,,,,,,,,text/html; charset=UTF-8,403.0,Request error: 403 Client Error: Forbidden for url: https://www.internationalaffairs.org.au/australianoutlook/selective-justice-the-war-criminals-youve-never-heard-of-2/,"I'm ready to classify the content. However, I don't see any article or content snapshot provided in your message. Please share the content you'd like me to analyze, and I'll respond with the appropriate category label (SEC, ECON, DIP, INFO, or IRRELEVANT)."
2025-10-20,https://www.lemonde.fr/en/france/article/2025/10/20/four-men-charged-in-alleged-plot-to-attack-russian-dissident-in-southern-france_6746584_7.html,Four men charged in alleged plot to attack a Russian dissident in southern France,"Vladimir Osechkin leads an NGO specialized in publishing videos that expose abuses, including rape and torture, committed in Russian prisons. Osechkin previously reported an assassination attempt in 2022, and is under police protection.","Four men charged in alleged plot to attack a Russian dissident in southern France Vladimir Osechkin leads an NGO specialized in publishing videos that expose abuses, including rape and torture, committed in Russian prisons. Osechkin previously reported an assassination attempt in 2022, and is under police protection.",-10.0,-10.0,-10.0,0.0,1,ALGERIA,RUSSIA,DZA,RUS,AG,2025-10-20,"['Use conventional military force, not specified below']",0,,,Le Monde.fr,https://img.lemde.fr/2025/10/16/0/0/5625/3750/1440/960/60/0/4e31b14_ftp-import-images-1-nijodplc1903-5183009-01-06.jpg,https://www.lemonde.fr/en/bucket/resources/english/img/logos/favicon.e92b44c2b7f5c147.ico,https://www.lemonde.fr/en/france/article/2025/10/20/four-men-charged-in-alleged-plot-to-attack-russian-dissident-in-southern-france_6746584_7.html,en,text/html;charset=UTF-8,200.0,,SEC
2025-10-20,https://tass.com/economy/2032557,Russia ready to send floating power plant to Mauritius — ambassador -  Business & Economy - TASS,Irada Zeilanova noted that such a plant will make it possible to provide the island with green energy during the long period of time,Russia ready to send floating power plant to Mauritius — ambassador -  Business & Economy - TASS Irada Zeilanova noted that such a plant will make it possible to provide the island with green energy during the long period of time,0.0,0.0,0.0,0.0,1,RUSSIA,MAURITIUS,RUS,MUS,MP,2025-10-20,"['Make statement, not specified below']",0,,,TASS,https://tass.com/img/blocks/common/tass_logo_share_eng.png,,,,text/html; charset=utf-8,200.0,,ECON
2025-10-20,https://northafricapost.com/91717-us-presidential-advisor-washington-working-on-peace-deal-between-morocco-algeria.html,US Presidential Advisor: Washington working on peace deal between Morocco & Algeria – The North Africa Post,,US Presidential Advisor: Washington working on peace deal between Morocco & Algeria – The North Africa Post,3.4,3.4,3.4,0.0,1,MOSCOW,MOROCCAN,RUS,MAR,MO,2025-10-20,['Praise or endorse'],0,,,,,https://northafricapost.com/wp-content/uploads/2012/09/logo_NAP_var5-150x60.png,https://northafricapost.com/91717-us-presidential-advisor-washington-working-on-peace-deal-between-morocco-algeria.html,en-US,text/html; charset=UTF-8,200.0,,IRRELEVANT
2025-10-19,https://www.tbsnews.net/world/moroccos-foreign-minister-meets-russian-counterpart-moscow-boost-strategic-partnership-1264141,Morocco's foreign minister meets Russian counterpart in Moscow to boost strategic partnership | The Business Standard,"The ministers also discussed regional and international issues of mutual interest, particularly developments in North Africa, the Sahel, and the Middle East, aiming to inject renewed momentum into the strategic partnership","Morocco's foreign minister meets Russian counterpart in Moscow to boost strategic partnership | The Business Standard The ministers also discussed regional and international issues of mutual interest, particularly developments in North Africa, the Sahel, and the Middle East, aiming to inject renewed momentum into the strategic partnership",1.675,1.0,2.8,0.861684397,4,PRESIDENT | MOROCCO | RUSSIA,RUSSIA | RUSSIAN | PRESIDENT | MOROCCO,MAR | RUS,RUS | MAR,MO,2025-10-19,"['Host a visit', 'Consult, not specified below', 'Make a visit']",0,,,The Business Standard,https://www.tbsnews.net/sites/default/files/styles/social_share/public/images/2025/10/19/morocco_russia_fm.jpg,https://www.tbsnews.net/sites/all/themes/sloth/favicon.ico,https://www.tbsnews.net/world/moroccos-foreign-minister-meets-russian-counterpart-moscow-boost-strategic-partnership-1264141,en,text/html; charset=utf-8,200.0,,DIP
2025-10-19,https://medafricatimes.com/42592-morocco-russia-sign-four-year-fisheries-deal.html,"Morocco, Russia sign four-year fisheries deal – Medafrica Times",,"Morocco, Russia sign four-year fisheries deal – Medafrica Times",4.933333333,3.4,8.0,2.655811238,3,MOROCCO | RUSSIAN,RUSSIAN | NASSER,MAR | RUS,RUS | EGY,MO,2025-10-19,"['Praise or endorse', 'Sign formal agreement']",0,,,,,https://medafricatimes.com/wp-content/uploads/2022/06/cropped-cropped-medafri-logos-2-32x32.png,https://medafricatimes.com/42592-morocco-russia-sign-four-year-fisheries-deal.html,en-US,text/html; charset=UTF-8,200.0,,ECON
