SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
https://www.theweek.in/news/world/2025/10/06/russian-cargo-plane-blacklisted-by-us-lands-in-south-africa-could-strain-pretorias-relations-with-washington.html,10/6/2025,Russian cargo plane blacklisted by US lands in South Africa; could it strain Pretoria-Washington relations?- The Week,AFR | RUS,RUS | AFR | ZAF,SF,,,"russian cargo plane south africa, us sanctions, abakan air, johannesburg, blacklisted aircraft, ilyushin il-76, south africa russia relations, agoa, diplomatic controversy, lady r incident, us treasury ofac, international relations, foreign operator permit, ukraine war, trump administration, south africa transport department, western dominance, russia-ukraine war, us-south africa relations, trade implications, donald trump, civilian helicopters, acrobatic aeroplanes",10/6/2025,Russian cargo plane blacklisted by US lands in South Africa; could it strain Pretoria-Washington relations?- The Week,,5,-1.46,The Week,en,AFRICA | RUSSIAN | RUSSIA,RUSSIAN | AFRICA | PRETORIA,"['Host a visit', 'Make a visit', 'Reduce relations, not specified below']",,DIP
https://www.timesnownews.com/world/putin-netanyahu-hold-phone-call-to-discuss-gaza-strategy-and-iran-nuclear-threat-article-152952503,10/6/2025,"Putin, Netanyahu Hold Phone Call to Discuss Gaza Strategy and Iran Nuclear Threat | World News - Times Now",RUS,ISR,EG,,,"vladimir putin,donald trumps gaza,benjamin netanyahu,putin,netanyahu,rt news,iran,syria,hamas,gaza,russia,israel,donald trumps,trumps,rubio,marco rubio,truth social,trump,fox news,middle east,hostages,egypt,explained, World News, Times Now",10/6/2025,"Putin, Netanyahu Hold Phone Call to Discuss Gaza Strategy and Iran Nuclear Threat | World News - Times Now",,1,1,Times Now,en,VLADIMIR PUTIN,ISRAELI,['Discuss by telephone'],,DIP
https://www.ibtimes.co.uk/blacklisted-russian-cargo-plane-was-just-allowed-land-africa-reason-why-revealed-1746589,10/6/2025,"A Blacklisted Russian Cargo Plane Was Just Allowed to Land in Africa: The Reason Why, Revealed | IBTimes UK",RUS,USA,SF,,,,10/6/2025,"A Blacklisted Russian Cargo Plane Was Just Allowed to Land in Africa: The Reason Why, Revealed | IBTimes UK",,1,-4,International Business Times UK,en,RUSSIAN,UNITED STATES,"['Reduce relations, not specified below']",,DIP
http://www.sierraleonetimes.com/news/278674845/russia-g20-summit-delegation-revealed,10/5/2025,Russia's G20 summit delegation revealed,RUS,AFR,SF,,,Russian President Vladimir Putin has approved the officials to represent Moscow at the upcoming G20 summit in South Africa Read Full Article at RT.com,10/5/2025,Russia's G20 summit delegation revealed,,6,2.216666667,Sierra Leone Times,en,RUSSIA | MOSCOW | SERGEY LAVROV,AFRICA,"['Reject proposal to meet, discuss, or negotiate', 'Engage in diplomatic cooperation, not specified below', 'Praise or endorse', 'Express intent to meet or negotiate']",,DIP
https://thebftonline.com/2025/10/04/michealina-dankwa-wins-miss-africa-russia-crown-2/,10/5/2025,Michealina Dankwa wins Miss Africa-Russia crown - The Business & Financial Times,AFR,RUS,GH,,,,10/5/2025,Michealina Dankwa wins Miss Africa-Russia crown - The Business & Financial Times,,1,2.8,The Business & Financial Times,en-GB,AFRICA,RUSSIA,['Host a visit'],Francis,DIP
http://www.europesun.com/news/278616411/rajya-sabha-deputy-chairman-meets-south-africa-national-assembly-speaker,10/4/2025,Rajya Sabha Deputy Chairman meets South Africa's National Assembly Speaker,AFR | RUS,RUS | AFR,SF,,,"sabha, chairman, his meeting, russia, bilateral, didiza, meeting, nations, and the",10/4/2025,Rajya Sabha Deputy Chairman meets South Africa's National Assembly Speaker,,8,4.3375,Europe Sun,en,AFRICA | RUSSIA,RUSSIA | AFRICA,"['Consult, not specified below', 'Make a visit', 'Engage in negotiation', 'Host a visit']",,DIP
https://www.ghanaweb.com/GhanaHomePage/business/Ghana-better-without-a-floating-nuclear-power-plant-Dr-Yamoah-2003520,10/3/2025,Ghana better without a floating nuclear power plant - Dr YamoahExecutive Director of Nuclear Power Ghana dismisses proposals to introduce Russia's FNPP technology,GHA,RUS,GH,,,,10/3/2025,Ghana better without a floating nuclear power plant - Dr Yamoah,Executive Director of Nuclear Power Ghana dismisses proposals to introduce Russia's FNPP technology,1,3,GhanaWeb,en,GHANA,RUSSIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://aninews.in/news/world/asia/rajya-sabha-dy-chairman-harivansh-holds-key-bilateral-meetings-at-p20-summit20251003195937/,10/3/2025,Rajya Sabha Dy Chairman Harivansh holds key bilateral meetings at P20 Summit,RUS | ZAF,AFR | ZAF | RUS,SF,,,"Rajya Sabha, Harivansh, Russia, Italy, South Africa, G20, P20, Kleinmond, South Africa",10/3/2025,Rajya Sabha Dy Chairman Harivansh holds key bilateral meetings at P20 Summit,,5,4.6,ANI News,en,RUSSIA | CAPE TOWN,AFRICA | CAPE TOWN | RUSSIA,"['Engage in negotiation', 'Consult, not specified below']",,DIP
https://news.webindia123.com/news/Articles/World/20251003/4368553.html,10/3/2025,Rajya Sabha Dy Chairman Harivansh holds key bilateral meetings at P20 Summit,AFR | RUS,RUS | AFR,SF,,,"Rajya, Sabha, Dy, Chairman, Harivansh, holds, key, bilateral, meetings, at, P20, Summit, news,  news india",10/3/2025,Rajya Sabha Dy Chairman Harivansh holds key bilateral meetings at P20 Summit,,3,2.733333333,,,AFRICA | RUSSIA,RUSSIA | AFRICA,"['Make a visit', 'Engage in diplomatic cooperation, not specified below', 'Host a visit']",,DIP
https://www.ghanaweb.com/GhanaHomePage/business/Ghana-better-without-a-floating-nuclear-power-plant-Dr-Yamoah-2003520,10/3/2025,Ghana better without a floating nuclear power plant - Dr Yamoah,GHA,RUS,GH,,,,10/3/2025,Ghana better without a floating nuclear power plant - Dr Yamoah,,1,3,GhanaWeb,en,GHANA,RUSSIA,"['Appeal, not specified below']",,SEC
https://nairobiwire.com/2025/10/kenyan-rescued-russian-army-human-trafficking.html,10/2/2025,Fourth Kenyan Rescued From Russian Army as Human Trafficking Probe WidensKenya has rescued a fourth citizen irregularly conscripted into the Russian army,KEN | RUS,RUS,KE,,,,10/2/2025,Fourth Kenyan Rescued From Russian Army as Human Trafficking Probe Widens,Kenya has rescued a fourth citizen irregularly conscripted into the Russian army,5,4.02,Nairobi Wire,en-US,POLICE | GOVERNMENT | KENYAN | RUSSIA,RUSSIA | RUSSIAN | MOSCOW | POLICE,[],Richard Kamau,SEC
https://allafrica.com/stories/202510020239.html,10/2/2025,"Uganda, Russia Move to Further Deepen Ties At 3rd Intergovernmental CommissionThird Intergovernmental Commission on October 7-8, 2025",RUS | UGA,UGA | RUS,UG,,,"Africa, news, politics, economy, trade, business, sports, current events, travel, Uganda, East Africa, External Relations, Europe and Africa",10/2/2025,"Uganda, Russia Move to Further Deepen Ties At 3rd Intergovernmental Commission","Third Intergovernmental Commission on October 7-8, 2025",7,3.685714286,allAfrica.com,en,RUSSIA | RUSSIAN FEDERATION | UGANDA,UGANDA | RUSSIAN FEDERATION,"['USE UNCONVENTIONAL MASS VIOLENCE', 'THREATEN']",,DIP
http://www.bignewsnetwork.com/news/278613976/im-a-converted-guy-already-lawmakers-from-africa-find-warmth-in-siberia,10/2/2025,I'm a converted guy already': Lawmakers from Africa find warmth in SiberiaGhanaian MPs visit Russia,GHA,RUS,GH,,,Ghanaian MPs share their impressions about Russia and the relations between the two countries Read Full Article at RT.com,10/2/2025,I'm a converted guy already': Lawmakers from Africa find warmth in Siberia,Ghanaian MPs visit Russia,6,1.583333333,Big News Network.com,en,GHANA | GOVERNMENT,RUSSIA | MOSCOW,['DEMAND'],,DIP
https://chimpreports.com/uganda-russia-eye-aviation-cooperation-ahead-of-intergovernmental-commission-meeting/,10/1/2025,Uganda-Russia eye aviation cooperationAviation sector discussions,UGA,RUS,UG,,,,10/1/2025,Uganda-Russia eye aviation cooperation,Aviation sector discussions,1,3,,,UGANDA,RUSSIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://www.marketscreener.com/news/france-s-orano-says-1-500-tons-uranium-stockpiled-at-seized-niger-site-ce7d5bd8dc80ff2d,9/30/2025,"France's Orano says 1,500 tons uranium stockpiled at seized Niger siteFrench nuclear group Orano has 1,500 metric tons of uranium at expropriated SOMAIR mine in Niger",RUS,NER,NG,,,Markets,9/30/2025,"France's Orano says 1,500 tons uranium stockpiled at seized Niger site","French nuclear group Orano has 1,500 metric tons of uranium at expropriated SOMAIR mine in Niger",4,-4.6,MarketScreener,en-US,RUSSIAN | RUSSIA,NIGER,"['Accuse, not specified below', 'Mobilize or increase armed forces']",Reuters,ECON
https://www.ecofinagency.com/news-industry/3009-49106-ethiopia-signs-nuclear-deal-with-rosatom-to-reduce-hydro-reliance,9/30/2025,Ethiopia signs nuclear deal with RosatomEthiopia signs nuclear deal with Russia's Rosatom,RUS,,ET,,,,9/30/2025,Ethiopia signs nuclear deal with Rosatom,Ethiopia signs nuclear deal with Russia's Rosatom,2,8,,,RUSSIA,,[],,ECON
https://www.tanzanianewsreports.com/prime-minister-abiy-engages-in-comprehensive-talks-with-president-putin-on-nuclear-and-defense-cooperation/,9/30/2025,PM Abiy comprehensive talks with Putin on nuclear and defenseEthiopia-Russia nuclear and defense cooperation,RUS,RUS,ET,,,,9/30/2025,PM Abiy comprehensive talks with Putin on nuclear and defense,Ethiopia-Russia nuclear and defense cooperation,1,7,,,MOSCOW,VLADIMIR PUTIN,[],,SEC
https://www.kenyans.co.ke/news/116675-court-bars-dci-accessing-records-ex-kdf-officers-recruited-fight-russia,9/30/2025,Court bars DCI accessing records of ex-KDF officers recruited to fight in RussiaCourt blocks investigation,RUS,RUS,KE,,,,9/30/2025,Court bars DCI accessing records of ex-KDF officers recruited to fight in Russia,Court blocks investigation,9,-0.6444444444,,,POLICE | DETECTIVE | HOSPITAL | RUSSIA | RUSSIAN,RUSSIA | RUSSIAN | POLICE | DETECTIVE,"['Use conventional military force, not specified below']",,SEC
https://bulawayo24.com/index-id-news-sc-national-byo-257952.html,9/30/2025,Zimbabwe to sue LithuaniaZimbabwe suing Lithuania over fire tenders,RUS | ZWE,ZWE | RUS,ZI,,,"Bulawayo24,BYO24, Bulawayo24 News, Todays news,breaking news,latest news,news latest breaking stories, online news, world news,Bulawayo news,Zimbabwe news,Africa news, local news, celebrity news, todays sport news, todays travel news,,Lithuania,Court,Belarus",9/30/2025,Zimbabwe to sue Lithuania,Zimbabwe suing Lithuania over fire tenders,4,2.5,Bulawayo24 News,,RUSSIA | RUSSIAN | ZIMBABWE,ZIMBABWE | RUSSIA,"['Disapprove, not specified below']",eDuzeNet,DIP
http://www.bignewsnetwork.com/news/278607340/egypt-to-complete-first-nuclear-plant-by-2029-minister,9/29/2025,Egypt to complete first nuclear plant by 2029 ministerEgypt is aiming to finish construction of all four units at the El Dabaa Nuclear Power Plant by 2029,EGY | ETH | RUS,RUS | ETH,EG | GH | ET,,,"electricity, moscow, mahmoud, russian, additional, rosatom, building, first, reactors",9/29/2025,Egypt to complete first nuclear plant by 2029 minister,Egypt is aiming to finish construction of all four units at the El Dabaa Nuclear Power Plant by 2029,5,6.2,Big News Network.com,en,EGYPT | ETHIOPIAN | VLADIMIR PUTIN,MOSCOW | VLADIMIR PUTIN | ETHIOPIAN,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://www.ghanaweb.com/GhanaHomePage/business/Russia-Ghana-to-explore-floating-nuclear-power-deal-2002852,9/29/2025,"Russia, Ghana to explore floating nuclear power dealGhana could soon become the first African country to benefit from Russia's Floating Nuclear Power Unit (FPU) technology, following ongoing talks between the Russian State Atomic Energy Corporation (Rosatom) and Ghanaian authorities",RUS,GHA,GH,,,,9/29/2025,"Russia, Ghana to explore floating nuclear power deal","Ghana could soon become the first African country to benefit from Russia's Floating Nuclear Power Unit (FPU) technology, following ongoing talks between the Russian State Atomic Energy Corporation (Rosatom) and Ghanaian authorities",2,3.5,GhanaWeb,en,RUSSIA,GHANA,[],,ECON
"http://www.businessghana.com/site/news/politics/335382/-Russia,-Ethiopia-sign-document-calling-for-construction-of-nuclear-plant",9/29/2025,"Russia, Ethiopia sign document calling for construction of nuclear plantRussia and Ethiopia signed document for nuclear plant construction",ETH | RUS,RUS | ETH,ET | NG,,,,9/29/2025,"Russia, Ethiopia sign document calling for construction of nuclear plant",Russia and Ethiopia signed document for nuclear plant construction,5,6,,,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://www.globalsecurity.org/wmd/library/news/russia/2025/09/russia-250925-kremlin02.htm,9/29/2025,Meeting with Prime Minister of Ethiopia Abiy AhmedPutin meets Ethiopian PM,RUS,RUS,ET,,,"WMD,library,news,russia,2025,September",9/29/2025,Meeting with Prime Minister of Ethiopia Abiy Ahmed,Putin meets Ethiopian PM,4,1.675,,,PRIME MINISTER | KAZAN | VLADIMIR PUTIN,KAZAN | VLADIMIR PUTIN | PRIME MINISTER,[],John Pike,DIP
https://www.esi-africa.com/news/ethiopia-nuclear-power-plant-ambition-gets-russian-impetus/,9/29/2025,Ethiopia nuclear power plant ambition gets Russian impetusEthiopia's nuclear ambitions with Russia,ETH | RUS,RUS | ETH,ET,,,,9/29/2025,Ethiopia nuclear power plant ambition gets Russian impetus,Ethiopia's nuclear ambitions with Russia,4,7,,,ETHIOPIAN | ETHIOPIA | RUSSIAN | RUSSIA,RUSSIAN | RUSSIA | ETHIOPIAN | ETHIOPIA,[],,ECON
https://www.garoweonline.com/en/world/africa/kenya-rescues-20-people-set-for-trafficking-to-russia,9/29/2025,Kenya rescues 20 people set for trafficking to RussiaKenya rescues 20 people set for trafficking to Russia,KEN,RUS,KE,,,,9/29/2025,Kenya rescues 20 people set for trafficking to Russia,Kenya rescues 20 people set for trafficking to Russia,5,0.44,Garowe Online,en,KENYA | KENYAN,RUSSIA | RUSSIAN,['Fight with small arms and light weapons'],,SEC
https://nairobiwire.com/2025/09/russian-citizen-arrest-nairobi-human-trafficking.html,9/29/2025,Russian Embassy Denies Arrest of Citizen in Nairobi Human Trafficking CaseRussian Embassy denies arrest in human trafficking probe,RUS,,KE,,,,9/29/2025,Russian Embassy Denies Arrest of Citizen in Nairobi Human Trafficking Case,Russian Embassy denies arrest in human trafficking probe,2,0.5,Nairobi Wire,en-US,RUSSIAN,POLICE,"['Arrest, detain, or charge with legal action']",Richard Kamau,SEC
https://www.the-star.co.ke/news/2025-09-28-puzzle-of-kenyans-in-russia-ukraine-war-deepens-as-embassy-issues-denial-pg11-lead-1,9/29/2025,Puzzle of Kenyans in Russia-Ukraine war deepensKenya-Russia human trafficking investigation,KEN,RUS,KE,,,,9/29/2025,Puzzle of Kenyans in Russia-Ukraine war deepens,Kenya-Russia human trafficking investigation,2,0,,,KENYA,RUSSIA,['DEMAND'],,SEC
https://charter97.org/en/news/2025/9/29/657490/,9/29/2025,Russia's African Corps Failed In Its Mission After Prigozhin's DeathJuntas began looking to Americans and French for help,RUS,RUS,ML,,,,9/29/2025,Russia's African Corps Failed In Its Mission After Prigozhin's Death,Juntas began looking to Americans and French for help,2,1.5,,en,DEFENSE CONTRACTOR | RUSSIA,RUSSIA,"['DEMAND', 'USE UNCONVENTIONAL MASS VIOLENCE']",,SEC
https://www.hindustantimes.com/world-news/russias-ambitious-plans-in-africa-are-unraveling-101759122645730.html,9/29/2025,Russia's Ambitious Plans in Africa Are UnravelingRussia struggling to maintain footprint on the continent,RUS,FRA,ML,,,"Russia,Wagner Group,Africa Corps,Mali,Sahel",9/29/2025,Russia's Ambitious Plans in Africa Are Unraveling,Russia struggling to maintain footprint on the continent,2,3.4,Hindustan Times,en,RUSSIA,FRANCE,[],,DIP
https://www.globalsecurity.org/wmd/library/news/egypt/egypt-250925-russia-mfa01.htm,9/29/2025,Lavrov meeting with Egypt Minister of Foreign Affairs Badr AbdelattyEgypt-Russia FM meeting,,RUS,EG,,,"WMD,Library,News,Egypt",9/29/2025,Lavrov meeting with Egypt Minister of Foreign Affairs Badr Abdelatty,Egypt-Russia FM meeting,1,7,,,MINIST OF FOREIGN AFFAIRS,SERGEY LAVROV,[],John Pike,DIP
https://defenceweb.co.za/aerospace/aerospace-aerospace/blacklisted-russian-il-76-carried-non-military-cargo-to-upington/,9/29/2025,Blacklisted Russian Il-76 carried non-military cargo to Upington - defenceWeb,AFR | RUS,RUS | AFR,SF,,,,9/29/2025,Blacklisted Russian Il-76 carried non-military cargo to Upington - defenceWeb,,3,2.5,defenceWeb,en-ZA,AFRICA | RUSSIA,RUSSIA | AFRICA,"['Host a visit', 'Make a visit']",,SEC
https://greekreporter.com/2025/09/28/russia-ethiopia-nuclear-power-plant/,9/28/2025,"Russia, Ethiopia Sign Accord to Develop Nuclear Power PlantRussia and Ethiopia signed a deal to plan a nuclear power plant, expanding Moscow's nuclear footprint in Africa",ETH | RUS,RUS | ETH,ET | NG | EG,,,,9/28/2025,"Russia, Ethiopia Sign Accord to Develop Nuclear Power Plant","Russia and Ethiopia signed a deal to plan a nuclear power plant, expanding Moscow's nuclear footprint in Africa",7,8,GreekReporter.com,en-US,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,[],Nisha Zahid,ECON
https://www.ecofinagency.com/news/2809-49061-niger-plans-two-1-000-mw-nuclear-reactors-with-russia-as-partner,9/28/2025,"Niger plans two 1,000 MW nuclear reactors with Russia as partnerNiger-Russia nuclear reactor plans",,,,,,,,"Niger plans two 1,000 MW nuclear reactors with Russia as partner",Niger-Russia nuclear reactor plans,,,,,,,,,ECON
https://www.standardmedia.co.ke/national/article/2001530537/russian-embassy-denies-deportation-of-citizen-linked-to-kenya-probe,9/28/2025,Russian embassy denies deportation of citizen linked to Kenya probeEmbassy denies deportation of businessman,KEN | RUS,RUS | KEN,KE,,,"Russian EmbassyRussia-Ukraine War, Mikhail Lyapin",9/28/2025,Russian embassy denies deportation of citizen linked to Kenya probe,Embassy denies deportation of businessman,8,0.3875,The Standard,en,KENYAN | RUSSIAN | RUSSIA,RUSSIA | NATIONALS | CITIZEN | KENYAN | KENYA,"['REDUCE RELATIONS', 'Reject, not specified below', 'Arrest, detain, or charge with legal action']",Mate Tongola,SEC
https://www.capitalfm.co.ke/news/2025/09/russia-denies-arrest-of-citizen-linked-to-kenyan-recruits-for-ukraine-frontline/,9/28/2025,Russia denies arrest of citizen linked to Kenyan recruitsRussia denies arrest related to Kenya recruitment,KEN | RUS,RUS | KEN,KE,,,,9/28/2025,Russia denies arrest of citizen linked to Kenyan recruits,Russia denies arrest related to Kenya recruitment,8,0.7125,,,POLICE | NAIROBI | RUSSIAN | RUSSIA | MOSCOW,RUSSIA | RUSSIAN | POLICE | KENYA,"['REDUCE RELATIONS', 'Arrest, detain, or charge with legal action', 'Accuse, not specified below']",,SEC
https://www.the-star.co.ke/news/2025-09-28-russia-denies-deportation-of-citizen-from-kenya,9/28/2025,Russian officials deny arrest and deportation of citizen from KenyaRussian Embassy dismisses reports as misleading,KEN | RUS | UKR,RUS | UKR,KE,,,"Russian Embassy,Nairobi,Mikhail Lyapin,a Russian national,Directorate of Criminal Investigations (DCI),ukraine,syndicate,star news Kenya,the star",9/28/2025,Russian officials deny arrest and deportation of citizen from Kenya,Russian Embassy dismisses reports as misleading,5,-4.6,The Star,en,DIPLOMAT | KENYA | RUSSIA | UKRAINE,RUSSIA | RUSSIAN | UKRAINE,"['Expel or deport individuals', 'Use conventional military force, not specified below']",,SEC
https://www.kenyans.co.ke/news/116617-russian-govt-disowns-man-accused-recruiting-kenyans-fight-ukraine,9/28/2025,Russian govt disowns man accused of recruiting KenyansRussian government denies connection to recruitment,RUS,RUS,KE,,,,9/28/2025,Russian govt disowns man accused of recruiting Kenyans,Russian government denies connection to recruitment,2,2.35,,,POLICE | RUSSIA,RUSSIA | POLICE,[],,SEC
https://www.globalsecurity.org/wmd/library/news/russia/2025/09/russia-250927-russia-mfa02.htm,9/28/2025,Lavrov meeting with Prime Minister of Sudan Kamil IdrisRussia-Sudan FM meeting,RUS,RUS | SDN,SU,,,"WMD,library,news,russia,2025,September",9/28/2025,Lavrov meeting with Prime Minister of Sudan Kamil Idris,Russia-Sudan FM meeting,4,2.5,,,PRIME MINISTER | RUSSIA | RUSSIAN | SERGEY LAVROV,SERGEY LAVROV | SUDAN | SUDANESE | PRIME MINISTER,[],John Pike,DIP
https://www.globalsecurity.org/wmd/library/news/russia/2025/09/russia-250927-russia-mfa04.htm,9/28/2025,Lavrov meeting with Nigeria Minister of Foreign Affairs Yusuf Maitama TuggarRussia-Nigeria FM meeting,NGA | RUS,RUS | NGA,NI,,,"WMD,library,news,russia,2025,September",9/28/2025,Lavrov meeting with Nigeria Minister of Foreign Affairs Yusuf Maitama Tuggar,Russia-Nigeria FM meeting,7,2.428571429,,,MINIST OF FOREIGN AFFAIRS | NIGERIA | RUSSIA | SERGEY LAVROV,SERGEY LAVROV | RUSSIA | NIGERIA | MINIST OF FOREIGN AFFAIRS,[],John Pike,DIP
https://www.globalsecurity.org/wmd/library/news/russia/2025/09/russia-250927-russia-mfa06.htm,9/28/2025,Lavrov meeting with Burundi Minister of Foreign Affairs Edouard BizimanaRussia-Burundi FM meeting,RUS,,BY,,,"WMD,library,news,russia,2025,September",9/28/2025,Lavrov meeting with Burundi Minister of Foreign Affairs Edouard Bizimana,Russia-Burundi FM meeting,1,1,,,SERGEY LAVROV,MINIST OF FOREIGN AFFAIRS,[],John Pike,DIP
https://www.standardmedia.co.ke/national/article/2001530479/dogs-of-war-how-kenyans-are-lured-smuggled-into-russia,9/27/2025,"Dogs of war: How Kenyans are lured, smuggled into Russia25 men promised Sh250,000 salary for military service",KEN,RUS,KE,,,"Human Trafficking SyndicateEdward Kamau Gituku, Mike Lyapin, Russia Trafficking Syndicate",9/27/2025,"Dogs of war: How Kenyans are lured, smuggled into Russia","25 men promised Sh250,000 salary for military service",1,-5,The Standard,en,KENYA,RUSSIA,"['Arrest, detain, or charge with legal action']",Standard Team,SEC
https://www.tuko.co.ke/kenya/604543-man-accused-kenyans-russian-army-defends-business-s-contracted-recruit/,9/27/2025,Man Accused of Taking Kenyans to Russian Army Defends BusinessEdward Gituku claims contract with Russian Army,KEN | RUS,RUS | KEN | UKR,KE,,,,9/27/2025,Man Accused of Taking Kenyans to Russian Army Defends Business,Edward Gituku claims contract with Russian Army,6,-2.883333333,Tuko.co.ke - Kenya news.,en,DETECTIVE | KENYAN | RUSSIA | RUSSIAN,RUSSIA | DETECTIVE | KENYAN | KYIV,"['Arrest, detain, or charge with legal action', 'Accuse, not specified below', 'Use conventional military force, not specified below']",Kai Eli,SEC
https://www.premiumtimesng.com/opinion/824219-the-russians-are-closing-in-on-nigerias-borders-by-confidence-macharry.html,9/27/2025,The Russians are closing in on Nigeria's bordersBenin and Togo plan defence cooperation agreements with Russia,BEN | NGA | RUS,RUS | NGA,NI | BN | TO,,,,9/27/2025,The Russians are closing in on Nigeria's borders,Benin and Togo plan defence cooperation agreements with Russia,8,-2.6,Premium Times Nigeria,en-GB,BENIN | ABUJA | RUSSIAN | RUSSIA,MOSCOW | RUSSIA | NIGERIA,"['REJECT', 'DEMAND', 'Impose administrative sanctions, not specified below']",Premium Times,SEC
https://tass.com/politics/2022131,9/27/2025,"Lavrov, Prime Minister of Sudan discuss military-political crisisNeed for swift end to armed conflict",RUS,RUS,SU,,,,9/27/2025,"Lavrov, Prime Minister of Sudan discuss military-political crisis",Need for swift end to armed conflict,5,1,TASS,,PRIME MINISTER | SERGEY LAVROV,SERGEY LAVROV | PRIME MINISTER,[],,DIP
https://tass.com/politics/2022117,9/27/2025,"Lavrov, Burundian foreign minister reaffirm commitment to deepening dialogueStrengthening Russian-Burundian ties",BDI | RUS,RUS | BDI,BY,,,,9/27/2025,"Lavrov, Burundian foreign minister reaffirm commitment to deepening dialogue",Strengthening Russian-Burundian ties,5,1,TASS,,BURUNDI | BURUNDIAN | RUSSIA | RUSSIAN,RUSSIA | RUSSIAN | BURUNDI | BURUNDIAN,[],,DIP
http://www.kenyastar.com/news/278602020/putin-meets-ethiopian-prime-minister,9/26/2025,Putin meets Ethiopian prime ministerEthiopia's prime minister seeks strategic alignment with Russia,ETH | RUS,RUS | ETH,ET,,,"atomic, corporation rosatom, putin, power plant, relations, ethiopian, power, corporation, aleksey likhachev",9/26/2025,Putin meets Ethiopian prime minister,Ethiopia's prime minister seeks strategic alignment with Russia,6,5.45,Kenya Star,en,ETHIOPIAN | KAZAN | VLADIMIR PUTIN,KAZAN | VLADIMIR PUTIN | ETHIOPIAN,[],,DIP
https://www.dailydispatch.co.za/africa/2025-09-26-russia-ethiopia-sign-document-calling-for-construction-of-nuclear-plant/,9/26/2025,"Russia, Ethiopia sign document calling for construction of nuclear plantNuclear power plant planning and construction agreement",ETH | RUS,RUS | ETH,ET | GH,,,"niger,rosatom,russia,reactors,african,ethiopia,ashebir balcha,ria,south africa,aleksei likhachev,ethiopian electric company,moscow,nigeria,un,https://www timeslive co za/news/south-africa/2025-09-25-eskom-says-nuclear-plant-is-safe-after-concerns-aired-about-koeberg/,kenya,morocco,algeria,rwanda,sudan,egypt,reuters,ghana,world nuclear association, eastern cape, dispatch live in eastern cape, Mthatha, news, sport, classifieds,lifestyle, east london",9/26/2025,"Russia, Ethiopia sign document calling for construction of nuclear plant",Nuclear power plant planning and construction agreement,5,6,Daily Dispatch,en-ZA,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://www.indiatoday.in/world/story/russia-and-ethiopia-sign-action-plan-for-nuclear-power-plant-project-glbs-2793579-2025-09-26,9/26/2025,Russia and Ethiopia sign action plan for nuclear power plant projectNuclear power plant planning document signed,ETH | RUS,RUS | ETH,ET | NG,,,"Russia, Ethiopia, Nuclear Power Plant",9/26/2025,Russia and Ethiopia sign action plan for nuclear power plant project,Nuclear power plant planning document signed,3,8,India Today,en,ETHIOPIA | RUSSIA,RUSSIA | ETHIOPIA,[],,ECON
https://www.myjoyonline.com/russia-ethiopia-sign-document-calling-for-construction-of-nuclear-plant/,9/26/2025,"Russia, Ethiopia sign document calling for construction of nuclear plantRussia-Ethiopia nuclear plant agreement",RUS,ETH,ET,,,,9/26/2025,"Russia, Ethiopia sign document calling for construction of nuclear plant",Russia-Ethiopia nuclear plant agreement,2,3,MyJoyOnline,en-US,RUSSIA,ETHIOPIA,['USE UNCONVENTIONAL MASS VIOLENCE'],,ECON
https://www.africanews.com/2025/09/26/ethiopia-niger-plan-to-build-nuclear-plants-with-russias-rosatom/,9/26/2025,"Ethiopia, Niger plan to build nuclear plants with Russia's RosatomAnnouncements during nuclear energy forum in Moscow",RUS,ETH,ET,,,,9/26/2025,"Ethiopia, Niger plan to build nuclear plants with Russia's Rosatom",Announcements during nuclear energy forum in Moscow,2,8,Africanews,en,RUSSIA,ETHIOPIA,[],AfricaNews,ECON
https://medafricatimes.com/42247-niger-plans-nuclear-partnership-with-russia.html,9/26/2025,Niger Plans Nuclear Partnership with RussiaNiger-Russia nuclear partnership,NER,RUS,NG,,,,9/26/2025,Niger Plans Nuclear Partnership with Russia,Niger-Russia nuclear partnership,1,6.4,,en-US,NIGER,RUSSIA,[],,ECON
https://www.the-star.co.ke/news/2025-09-26-man-arrested-over-links-to-recruitment-of-kenyans-to-fight-in-russia,9/26/2025,Man arrested over links to recruitment of Kenyans to fight in RussiaSuspects being pursued in connection with syndicate,,RUS,KE,,,"Uhuru Kenyatta,jubilee party,NDC,Kenyan News,Kenya,star news,the star newspaper,star news Kenya,the star",9/26/2025,Man arrested over links to recruitment of Kenyans to fight in Russia,Suspects being pursued in connection with syndicate,1,-5,The Star,en,POLICE,RUSSIAN,"['Arrest, detain, or charge with legal action']",,SEC
